num_records,cores,executor_memory_gb,partitions,partition_efficiency,skewness,joins,cache_enabled,group_cardinality,num_aggregations,has_orderby,filter_selectivity,data_size_gb,shuffle_size_mb,shuffle_intensity,memory_pressure,execution_time
5000000,1,8,5,5.0,0.5970091548985518,3,0,5000,2,1,0.44,0.4657,750.0,1.397,0.0582,1.9684
500000,4,6,16,4.0,0.6903320562194306,3,0,5000,3,0,0.93,0.0466,75.0,0.1397,0.0078,1.7626
5000000,4,2,20,5.0,0.5970091548985518,3,0,5000,2,1,0.44,0.4657,750.0,1.397,0.2328,2.3855
20000000,2,4,6,3.0,0.4131603934024475,1,1,100,1,0,0.74,1.8626,1000.0,1.8626,0.4657,0.7869
20000000,2,8,6,3.0,0.6563410380874216,1,0,20000,4,0,0.98,1.8626,1000.0,1.8626,0.2328,3.2524
3000000,4,8,20,5.0,0.7845563069949968,2,0,5000,1,1,0.46,0.2794,300.0,0.5588,0.0349,2.1279
1000000,6,6,12,2.0,0.6287650550281458,3,1,20000,1,0,0.44,0.0931,150.0,0.2794,0.0155,1.2545
5000000,2,6,10,5.0,0.7716980543928428,2,1,100,2,0,0.62,0.4657,500.0,0.9313,0.0776,0.7782
20000000,4,2,24,6.0,0.5975128472818177,3,1,1000,2,1,0.5,1.8626,3000.0,5.5879,0.9313,2.8704
5000000,2,2,10,5.0,0.2460458047635489,2,1,100,4,1,0.97,0.4657,500.0,0.9313,0.2328,0.8058
500000,2,6,8,4.0,0.6722445059754512,1,1,20000,2,0,0.51,0.0466,25.0,0.0466,0.0078,1.1411
20000000,6,2,30,5.0,0.3250093873995262,2,1,100,4,0,0.62,1.8626,2000.0,3.7253,0.9313,1.2733
1000000,2,8,8,4.0,0.24923393195151,3,1,1000,1,1,0.63,0.0931,150.0,0.2794,0.0116,1.1627
3000000,4,2,20,5.0,0.3310755746823559,3,0,20000,4,1,0.88,0.2794,450.0,0.8382,0.1397,2.633
100000,1,4,3,3.0,0.8212537896838604,3,0,5000,1,1,0.8,0.0093,15.0,0.0279,0.0023,2.1387
5000000,1,2,3,3.0,0.7229670287977907,3,1,20000,1,1,0.76,0.4657,750.0,1.397,0.2328,2.9891
5000000,2,2,6,3.0,0.5257418774464064,2,0,100,4,0,0.4,0.4657,500.0,0.9313,0.2328,0.9026
100000,2,4,12,6.0,0.7751695882679907,2,0,1000,1,1,0.94,0.0093,10.0,0.0186,0.0023,1.5998
500000,1,4,5,5.0,0.5958471154051418,3,1,5000,2,1,1.0,0.0466,75.0,0.1397,0.0116,3.4451
100000,2,2,8,4.0,0.6051622803160207,2,0,1000,1,0,0.68,0.0093,10.0,0.0186,0.0047,1.3226
100000,2,2,6,3.0,0.8352971028507231,1,0,20000,2,1,0.51,0.0093,5.0,0.0093,0.0047,0.8459
100000,6,2,24,4.0,0.6714842279291127,2,0,5000,4,1,0.62,0.0093,10.0,0.0186,0.0047,2.1006
500000,4,6,12,3.0,0.4671118043035178,2,0,100,3,0,0.72,0.0466,50.0,0.0931,0.0078,0.6801
5000000,6,8,36,6.0,0.71895568771951,2,0,1000,3,0,0.92,0.4657,500.0,0.9313,0.0582,3.3549
3000000,6,6,24,4.0,0.3828034355250038,1,1,5000,1,1,0.32,0.2794,150.0,0.2794,0.0466,2.1666
100000,1,8,4,4.0,0.3288673442377109,1,1,100,4,1,0.73,0.0093,5.0,0.0093,0.0012,0.4948
5000000,6,2,12,2.0,0.4927218331384684,1,0,5000,3,0,0.52,0.4657,250.0,0.4657,0.2328,1.4202
100000,1,2,5,5.0,0.5579358143298112,2,0,20000,1,1,0.44,0.0093,10.0,0.0186,0.0047,3.8241
10000000,4,6,8,2.0,0.4650386210334786,3,0,100,4,1,0.92,0.9313,1500.0,2.794,0.1552,1.4072
100000,1,2,6,6.0,0.6521039301332416,3,0,1000,4,1,0.84,0.0093,15.0,0.0279,0.0047,4.4655
100000,2,4,4,2.0,0.5133414530027663,3,1,20000,2,0,0.53,0.0093,15.0,0.0279,0.0023,0.5836
5000000,1,6,6,6.0,0.7825648062833461,1,1,20000,3,1,0.81,0.4657,250.0,0.4657,0.0776,4.3853
500000,2,6,4,2.0,0.1676874454774873,3,1,1000,3,0,0.78,0.0466,75.0,0.1397,0.0078,0.6504
100000,6,6,36,6.0,0.4199955167768103,3,0,1000,1,0,0.35,0.0093,15.0,0.0279,0.0016,2.8397
5000000,4,2,8,2.0,0.2577255559308766,3,0,1000,4,1,0.55,0.4657,750.0,1.397,0.2328,1.2354
1000000,6,4,24,4.0,0.1984512700629903,1,0,5000,2,1,0.41,0.0931,50.0,0.0931,0.0233,2.243
500000,4,8,12,3.0,0.4055222418910639,3,1,5000,2,0,0.4,0.0466,75.0,0.1397,0.0058,1.1153
3000000,2,6,10,5.0,0.1282248166465479,1,0,100,4,1,0.71,0.2794,150.0,0.2794,0.0466,1.091
100000,6,8,18,3.0,0.3352632326069428,2,1,5000,1,0,0.87,0.0093,10.0,0.0186,0.0012,1.5559
20000000,6,8,30,5.0,0.5254873723615205,3,0,100,2,0,0.72,1.8626,3000.0,5.5879,0.2328,2.7293
1000000,1,6,4,4.0,0.24923393195151,3,1,1000,1,1,0.63,0.0931,150.0,0.2794,0.0155,0.9869
10000000,1,2,5,5.0,0.1313890632382868,3,1,5000,2,0,0.34,0.9313,1500.0,2.794,0.4657,4.2529
3000000,2,2,10,5.0,0.3310755746823559,3,0,20000,4,1,0.88,0.2794,450.0,0.8382,0.1397,1.7234
10000000,4,2,12,3.0,0.7885432247691746,1,1,1000,2,0,0.57,0.9313,500.0,0.9313,0.4657,1.4957
5000000,2,6,12,6.0,0.7825648062833461,1,1,20000,3,1,0.81,0.4657,250.0,0.4657,0.0776,1.9525
5000000,4,8,16,4.0,0.379294917468563,1,0,5000,3,0,0.89,0.4657,250.0,0.4657,0.0582,1.7655
500000,6,2,12,2.0,0.1175049808311651,2,0,20000,1,0,0.73,0.0466,50.0,0.0931,0.0233,1.3268
100000,6,8,30,5.0,0.5724881718896287,3,0,20000,4,1,0.62,0.0093,15.0,0.0279,0.0012,2.675
100000,6,8,24,4.0,0.8903065618910405,1,0,100,2,1,0.36,0.0093,5.0,0.0093,0.0012,0.8859
20000000,4,8,16,4.0,0.1037516799102888,1,1,100,2,0,0.37,1.8626,1000.0,1.8626,0.2328,0.9789
1000000,1,4,5,5.0,0.4981493549229809,1,1,5000,2,1,0.68,0.0931,50.0,0.0931,0.0233,3.3662
3000000,6,4,36,6.0,0.160533726438149,2,1,5000,4,0,0.87,0.2794,300.0,0.5588,0.0698,3.44
100000,2,8,4,2.0,0.1494249222387468,3,1,20000,2,0,0.6,0.0093,15.0,0.0279,0.0012,0.6416
5000000,4,4,12,3.0,0.5257418774464064,2,0,100,4,0,0.4,0.4657,500.0,0.9313,0.1164,1.0108
5000000,4,4,16,4.0,0.2114557816099913,3,1,1000,2,1,0.79,0.4657,750.0,1.397,0.1164,1.7121
500000,1,4,3,3.0,0.2118684567411035,2,0,5000,1,1,0.87,0.0466,50.0,0.0931,0.0116,2.3681
500000,2,2,4,2.0,0.1676874454774873,3,1,1000,3,0,0.78,0.0466,75.0,0.1397,0.0233,0.6356
3000000,6,6,30,5.0,0.4854175730022295,1,1,1000,2,0,0.44,0.2794,150.0,0.2794,0.0466,2.6771
10000000,2,6,10,5.0,0.1166455932650289,3,1,20000,4,0,0.79,0.9313,1500.0,2.794,0.1552,1.6746
5000000,4,4,16,4.0,0.2704500055134182,2,0,1000,4,0,0.37,0.4657,500.0,0.9313,0.1164,2.0839
5000000,4,4,12,3.0,0.4165413024553189,3,0,20000,1,1,0.8,0.4657,750.0,1.397,0.1164,1.854
1000000,2,2,8,4.0,0.7045634420772358,2,1,5000,3,0,0.85,0.0931,100.0,0.1863,0.0466,1.1483
20000000,1,2,2,2.0,0.4954797978401303,3,1,100,3,0,0.42,1.8626,3000.0,5.5879,0.9313,2.4591
5000000,4,6,24,6.0,0.71895568771951,2,0,1000,3,0,0.92,0.4657,500.0,0.9313,0.0776,2.8893
1000000,2,6,8,4.0,0.7045634420772358,2,1,5000,3,0,0.85,0.0931,100.0,0.1863,0.0155,1.1521
1000000,1,2,4,4.0,0.2575479971014501,1,0,5000,3,1,0.64,0.0931,50.0,0.0931,0.0466,3.4898
10000000,2,6,10,5.0,0.2294616001959913,3,0,100,4,1,0.91,0.9313,1500.0,2.794,0.1552,1.8763
100000,4,6,8,2.0,0.8298919297689372,3,0,100,3,0,0.59,0.0093,15.0,0.0279,0.0016,0.5019
10000000,1,4,5,5.0,0.2294616001959913,3,0,100,4,1,0.91,0.9313,1500.0,2.794,0.2328,5.3797
100000,2,4,10,5.0,0.533471981773692,3,0,1000,4,1,0.71,0.0093,15.0,0.0279,0.0023,1.4642
1000000,4,8,16,4.0,0.1436181240083659,3,1,20000,1,0,0.41,0.0931,150.0,0.2794,0.0116,1.5241
5000000,1,8,5,5.0,0.2460458047635489,2,1,100,4,1,0.97,0.4657,500.0,0.9313,0.0582,0.7063
1000000,1,4,2,2.0,0.4290370410773406,2,0,100,4,0,0.9,0.0931,100.0,0.1863,0.0233,1.2498
5000000,6,2,18,3.0,0.148174050915622,3,1,1000,4,1,0.46,0.4657,750.0,1.397,0.2328,1.7464
10000000,2,2,12,6.0,0.8825650149649832,2,0,20000,1,1,0.86,0.9313,1000.0,1.8626,0.4657,2.7668
20000000,6,8,18,3.0,0.408431808023338,2,1,1000,4,0,0.6,1.8626,2000.0,3.7253,0.2328,1.7426
1000000,1,2,2,2.0,0.6954246484829111,2,1,20000,3,1,0.47,0.0931,100.0,0.1863,0.0466,1.6221
1000000,4,2,16,4.0,0.4341529517652285,2,0,5000,1,0,0.64,0.0931,100.0,0.1863,0.0466,1.9119
5000000,2,6,6,3.0,0.4165413024553189,3,0,20000,1,1,0.8,0.4657,750.0,1.397,0.0776,1.4005
5000000,1,2,5,5.0,0.2460458047635489,2,1,100,4,1,0.97,0.4657,500.0,0.9313,0.2328,2.4749
5000000,2,4,10,5.0,0.4430774660592885,1,1,1000,4,0,0.42,0.4657,250.0,0.4657,0.1164,1.5464
1000000,1,2,4,4.0,0.7045634420772358,2,1,5000,3,0,0.85,0.0931,100.0,0.1863,0.0466,3.0987
10000000,1,6,6,6.0,0.8825650149649832,2,0,20000,1,1,0.86,0.9313,1000.0,1.8626,0.1552,7.5694
10000000,1,2,6,6.0,0.4730930503654711,3,0,1000,4,1,0.49,0.9313,1500.0,2.794,0.4657,8.6126
500000,2,6,12,6.0,0.2780258287693867,3,1,1000,3,0,0.73,0.0466,75.0,0.1397,0.0078,1.6562
20000000,4,2,24,6.0,0.5478047311991237,2,1,20000,2,0,0.56,1.8626,2000.0,3.7253,0.9313,2.677
3000000,1,2,2,2.0,0.3482786740795345,2,1,20000,4,0,0.99,0.2794,300.0,0.5588,0.1397,1.8161
3000000,4,2,12,3.0,0.4046021056179728,3,0,1000,2,0,0.48,0.2794,450.0,0.8382,0.1397,1.518
5000000,1,8,4,4.0,0.2114557816099913,3,1,1000,2,1,0.79,0.4657,750.0,1.397,0.0582,1.099
20000000,1,6,2,2.0,0.4954797978401303,3,1,100,3,0,0.42,1.8626,3000.0,5.5879,0.3104,2.0165
10000000,6,2,36,6.0,0.4730930503654711,3,0,1000,4,1,0.49,0.9313,1500.0,2.794,0.4657,3.7077
20000000,4,6,12,3.0,0.2893185103277135,3,1,20000,1,0,0.52,1.8626,3000.0,5.5879,0.3104,1.527
500000,1,4,3,3.0,0.2451268861556198,1,1,20000,1,1,0.54,0.0466,25.0,0.0466,0.0116,2.0572
5000000,6,4,24,4.0,0.2384215120384351,1,1,5000,2,0,0.41,0.4657,250.0,0.4657,0.1164,1.9903
500000,6,8,12,2.0,0.1175049808311651,2,0,20000,1,0,0.73,0.0466,50.0,0.0931,0.0058,1.2274
3000000,2,6,8,4.0,0.5874649106405523,1,0,1000,2,0,0.51,0.2794,150.0,0.2794,0.0466,1.4975
100000,1,8,6,6.0,0.2745214079845433,2,0,1000,3,1,0.43,0.0093,10.0,0.0186,0.0012,1.4355
10000000,6,2,12,2.0,0.855345076295677,1,0,20000,3,1,0.75,0.9313,500.0,0.9313,0.4657,1.9792
3000000,1,8,3,3.0,0.516016391169858,3,0,20000,2,1,0.32,0.2794,450.0,0.8382,0.0349,1.3114
20000000,6,6,30,5.0,0.7308576571092729,3,1,20000,1,1,0.37,1.8626,3000.0,5.5879,0.3104,2.8184
3000000,6,2,18,3.0,0.3841261612609273,1,1,1000,3,0,0.51,0.2794,150.0,0.2794,0.1397,1.6165
20000000,4,4,8,2.0,0.8137115093136491,3,1,20000,1,0,0.86,1.8626,3000.0,5.5879,0.4657,1.1598
20000000,1,2,2,2.0,0.7222571613254173,3,1,100,3,1,0.37,1.8626,3000.0,5.5879,0.9313,2.3221
3000000,6,8,18,3.0,0.3841261612609273,1,1,1000,3,0,0.51,0.2794,150.0,0.2794,0.0349,1.6942
20000000,2,6,10,5.0,0.5254873723615205,3,0,100,2,0,0.72,1.8626,3000.0,5.5879,0.3104,2.9819
100000,1,6,4,4.0,0.3288673442377109,1,1,100,4,1,0.73,0.0093,5.0,0.0093,0.0016,1.3574
100000,4,4,12,3.0,0.2348496005043689,2,1,1000,4,1,0.97,0.0093,10.0,0.0186,0.0023,1.1675
20000000,1,8,2,2.0,0.8137115093136491,3,1,20000,1,0,0.86,1.8626,3000.0,5.5879,0.2328,1.1068
10000000,4,6,24,6.0,0.1298436826219397,1,0,5000,3,1,0.63,0.9313,500.0,0.9313,0.1552,3.1497
1000000,2,2,12,6.0,0.311808114442797,1,1,20000,2,1,0.54,0.0931,50.0,0.0931,0.0466,1.7092
500000,1,8,6,6.0,0.641034761762412,2,0,1000,4,1,0.73,0.0466,50.0,0.0931,0.0058,1.4891
10000000,1,8,5,5.0,0.4781669898859613,3,0,20000,1,1,0.82,0.9313,1500.0,2.794,0.1164,2.7694
3000000,1,6,5,5.0,0.7357188571789336,3,0,20000,3,0,0.68,0.2794,450.0,0.8382,0.0466,4.5184
10000000,4,8,8,2.0,0.3268704468850004,1,1,5000,2,1,0.65,0.9313,500.0,0.9313,0.1164,0.9775
500000,6,8,24,4.0,0.4676230278904855,1,1,20000,1,0,0.36,0.0466,25.0,0.0466,0.0058,2.4508
1000000,4,2,20,5.0,0.1977683872112061,2,0,5000,1,1,0.58,0.0931,100.0,0.1863,0.0466,2.0657
10000000,1,4,2,2.0,0.855345076295677,1,0,20000,3,1,0.75,0.9313,500.0,0.9313,0.2328,4.8053
1000000,1,4,6,6.0,0.5662471345452386,3,1,20000,2,0,0.85,0.0931,150.0,0.2794,0.0233,3.9219
5000000,1,4,6,6.0,0.3523628898375718,3,1,1000,4,0,0.41,0.4657,750.0,1.397,0.1164,4.4036
20000000,4,2,12,3.0,0.6563410380874216,1,0,20000,4,0,0.98,1.8626,1000.0,1.8626,0.9313,2.769
5000000,4,4,16,4.0,0.2384215120384351,1,1,5000,2,0,0.41,0.4657,250.0,0.4657,0.1164,1.7703
20000000,2,4,4,2.0,0.8137115093136491,3,1,20000,1,0,0.86,1.8626,3000.0,5.5879,0.4657,1.0181
10000000,1,6,4,4.0,0.6055239032658253,2,0,5000,1,1,0.53,0.9313,1000.0,1.8626,0.1552,2.7958
1000000,4,4,20,5.0,0.3979595587841767,3,0,5000,1,1,0.85,0.0931,150.0,0.2794,0.0233,2.1572
3000000,4,2,16,4.0,0.3828034355250038,1,1,5000,1,1,0.32,0.2794,150.0,0.2794,0.1397,1.5547
20000000,4,4,8,2.0,0.5884997636990537,1,1,5000,2,0,0.55,1.8626,1000.0,1.8626,0.4657,1.1483
1000000,6,6,30,5.0,0.4981493549229809,1,1,5000,2,1,0.68,0.0931,50.0,0.0931,0.0155,2.522
20000000,2,8,12,6.0,0.5478047311991237,2,1,20000,2,0,0.56,1.8626,2000.0,3.7253,0.2328,2.3994
1000000,4,4,12,3.0,0.3517302626825876,3,1,100,3,0,0.79,0.0931,150.0,0.2794,0.0233,0.6205
20000000,4,8,16,4.0,0.7438005632940293,1,0,20000,4,1,0.42,1.8626,1000.0,1.8626,0.2328,3.2323
3000000,1,4,3,3.0,0.7750348857448341,2,0,20000,1,0,0.97,0.2794,300.0,0.5588,0.0698,3.3634
3000000,1,6,4,4.0,0.6239543637961594,2,0,20000,1,0,0.76,0.2794,300.0,0.5588,0.0466,1.5143
5000000,2,6,12,6.0,0.5021572443210277,2,1,20000,3,0,0.76,0.4657,500.0,0.9313,0.0776,1.7568
100000,1,2,5,5.0,0.1444429979767586,1,0,5000,4,0,0.3,0.0093,5.0,0.0093,0.0047,3.8542
1000000,2,6,8,4.0,0.1436181240083659,3,1,20000,1,0,0.41,0.0931,150.0,0.2794,0.0155,1.2051
10000000,6,2,36,6.0,0.8096878339524695,2,1,20000,3,0,0.62,0.9313,1000.0,1.8626,0.4657,3.4548
20000000,1,6,2,2.0,0.1863188757613025,2,1,100,4,0,0.61,1.8626,2000.0,3.7253,0.3104,0.8186
20000000,6,4,36,6.0,0.4137895374182734,2,1,5000,2,0,1.0,1.8626,2000.0,3.7253,0.4657,3.0656
100000,1,4,4,4.0,0.8903065618910405,1,0,100,2,1,0.36,0.0093,5.0,0.0093,0.0023,1.5682
10000000,4,4,20,5.0,0.7113207175314792,3,0,5000,4,1,0.64,0.9313,1500.0,2.794,0.2328,2.7876
5000000,6,4,18,3.0,0.7229670287977907,3,1,20000,1,1,0.76,0.4657,750.0,1.397,0.1164,1.5714
10000000,4,2,20,5.0,0.1166455932650289,3,1,20000,4,0,0.79,0.9313,1500.0,2.794,0.4657,2.3355
20000000,1,8,6,6.0,0.5478047311991237,2,1,20000,2,0,0.56,1.8626,2000.0,3.7253,0.2328,2.1021
1000000,1,2,5,5.0,0.5599734534690397,1,1,100,4,1,0.81,0.0931,50.0,0.0931,0.0466,1.978
1000000,4,8,16,4.0,0.4706062194716062,2,0,100,4,0,0.5,0.0931,100.0,0.1863,0.0116,0.9492
100000,1,6,6,6.0,0.7751695882679907,2,0,1000,1,1,0.94,0.0093,10.0,0.0186,0.0016,1.4558
500000,2,4,6,3.0,0.6610451854172503,1,1,1000,4,1,0.71,0.0466,25.0,0.0466,0.0116,0.8394
3000000,4,2,8,2.0,0.82737729439787,3,1,20000,2,1,0.59,0.2794,450.0,0.8382,0.1397,1.0849
5000000,2,4,10,5.0,0.7776940953418879,3,1,100,2,0,0.94,0.4657,750.0,1.397,0.1164,0.8123
1000000,6,4,24,4.0,0.7660617190561512,1,1,20000,3,1,0.49,0.0931,50.0,0.0931,0.0233,2.1221
20000000,1,6,2,2.0,0.7222571613254173,3,1,100,3,1,0.37,1.8626,3000.0,5.5879,0.3104,2.1626
20000000,2,8,6,3.0,0.4131603934024475,1,1,100,1,0,0.74,1.8626,1000.0,1.8626,0.2328,0.8013
3000000,4,6,8,2.0,0.4214601870359101,1,0,1000,2,1,0.94,0.2794,150.0,0.2794,0.0466,1.108
1000000,6,8,36,6.0,0.3863280918586333,1,1,100,1,1,0.98,0.0931,50.0,0.0931,0.0116,1.6716
20000000,2,6,4,2.0,0.243517019497476,1,1,1000,1,1,0.68,1.8626,1000.0,1.8626,0.3104,0.9432
100000,4,4,12,3.0,0.2452733123904175,2,0,20000,3,0,0.87,0.0093,10.0,0.0186,0.0023,1.4601
5000000,1,8,5,5.0,0.4403714553911786,3,1,100,3,0,0.71,0.4657,750.0,1.397,0.0582,0.7256
3000000,1,2,4,4.0,0.5874649106405523,1,0,1000,2,0,0.51,0.2794,150.0,0.2794,0.1397,4.3206
100000,4,2,16,4.0,0.349589159694837,1,1,5000,1,1,0.43,0.0093,5.0,0.0093,0.0047,1.7181
500000,6,8,18,3.0,0.4055222418910639,3,1,5000,2,0,0.4,0.0466,75.0,0.1397,0.0058,1.7733
5000000,6,6,18,3.0,0.148174050915622,3,1,1000,4,1,0.46,0.4657,750.0,1.397,0.0776,1.699
3000000,2,6,4,2.0,0.5129520151908084,3,1,20000,2,0,0.7,0.2794,450.0,0.8382,0.0466,0.7726
5000000,2,6,10,5.0,0.4403714553911786,3,1,100,3,0,0.71,0.4657,750.0,1.397,0.0776,0.7788
100000,4,8,16,4.0,0.8903065618910405,1,0,100,2,1,0.36,0.0093,5.0,0.0093,0.0012,0.7625
10000000,1,2,5,5.0,0.2294616001959913,3,0,100,4,1,0.91,0.9313,1500.0,2.794,0.4657,5.5986
500000,1,2,5,5.0,0.4511501405004867,2,1,20000,2,1,0.53,0.0466,50.0,0.0931,0.0233,3.7826
5000000,6,8,30,5.0,0.4403714553911786,3,1,100,3,0,0.71,0.4657,750.0,1.397,0.0582,1.3558
500000,1,4,6,6.0,0.55017510114841,2,0,100,2,1,0.71,0.0466,50.0,0.0931,0.0116,2.4023
100000,1,8,3,3.0,0.8352971028507231,1,0,20000,2,1,0.51,0.0093,5.0,0.0093,0.0012,0.8241
20000000,6,6,12,2.0,0.7435469064821366,2,1,20000,2,1,1.0,1.8626,2000.0,3.7253,0.3104,1.2366
100000,1,4,6,6.0,0.7751695882679907,2,0,1000,1,1,0.94,0.0093,10.0,0.0186,0.0023,4.0449
3000000,2,2,12,6.0,0.3835887937686081,2,1,100,1,1,0.76,0.2794,300.0,0.5588,0.1397,0.8187
1000000,4,8,8,2.0,0.6287650550281458,3,1,20000,1,0,0.44,0.0931,150.0,0.2794,0.0116,1.0266
20000000,4,8,12,3.0,0.2893185103277135,3,1,20000,1,0,0.52,1.8626,3000.0,5.5879,0.2328,1.3691
100000,4,8,16,4.0,0.1729946955885982,1,1,1000,1,0,0.31,0.0093,5.0,0.0093,0.0012,1.5414
1000000,4,2,16,4.0,0.4579619685170459,3,0,20000,3,0,0.64,0.0931,150.0,0.2794,0.0466,2.0416
100000,6,2,12,2.0,0.1494249222387468,3,1,20000,2,0,0.6,0.0093,15.0,0.0279,0.0047,1.1145
3000000,6,6,18,3.0,0.125485771040378,3,0,5000,3,1,0.68,0.2794,450.0,0.8382,0.0466,1.8871
500000,2,8,12,6.0,0.4431714165572958,2,0,100,1,0,0.92,0.0466,50.0,0.0931,0.0058,1.0139
500000,2,4,10,5.0,0.5958471154051418,3,1,5000,2,1,1.0,0.0466,75.0,0.1397,0.0116,1.4457
1000000,4,8,24,6.0,0.5662471345452386,3,1,20000,2,0,0.85,0.0931,150.0,0.2794,0.0116,2.5092
500000,2,2,6,3.0,0.4055222418910639,3,1,5000,2,0,0.4,0.0466,75.0,0.1397,0.0233,0.9215
5000000,2,8,10,5.0,0.4959920102659574,1,0,100,2,1,0.93,0.4657,250.0,0.4657,0.0582,1.1447
20000000,2,2,4,2.0,0.5884997636990537,1,1,5000,2,0,0.55,1.8626,1000.0,1.8626,0.9313,0.9428
1000000,2,2,6,3.0,0.3267366860983245,1,1,20000,4,1,0.98,0.0931,50.0,0.0931,0.0466,0.9451
1000000,1,2,4,4.0,0.4579619685170459,3,0,20000,3,0,0.64,0.0931,150.0,0.2794,0.0466,3.6411
20000000,1,2,5,5.0,0.2661608913061773,1,1,100,4,0,0.7,1.8626,1000.0,1.8626,0.9313,3.1244
10000000,4,2,20,5.0,0.1313890632382868,3,1,5000,2,0,0.34,0.9313,1500.0,2.794,0.4657,2.183
1000000,4,6,8,2.0,0.2832127002434669,2,0,1000,4,1,0.69,0.0931,100.0,0.1863,0.0155,1.1225
3000000,1,8,5,5.0,0.7357188571789336,3,0,20000,3,0,0.68,0.2794,450.0,0.8382,0.0349,1.7265
10000000,1,8,5,5.0,0.1313890632382868,3,1,5000,2,0,0.34,0.9313,1500.0,2.794,0.1164,1.4038
1000000,2,8,12,6.0,0.5204830573831736,1,0,5000,4,1,0.87,0.0931,50.0,0.0931,0.0116,1.8313
5000000,2,2,12,6.0,0.5021572443210277,2,1,20000,3,0,0.76,0.4657,500.0,0.9313,0.2328,1.8658
20000000,2,4,8,4.0,0.3759904498452361,3,1,100,2,1,0.49,1.8626,3000.0,5.5879,0.4657,0.8947
1000000,2,4,8,4.0,0.24923393195151,3,1,1000,1,1,0.63,0.0931,150.0,0.2794,0.0233,1.1881
20000000,1,4,3,3.0,0.408431808023338,2,1,1000,4,0,0.6,1.8626,2000.0,3.7253,0.4657,3.3344
500000,2,2,4,2.0,0.1640068571232539,1,1,20000,2,0,0.4,0.0466,25.0,0.0466,0.0233,0.6142
1000000,1,8,2,2.0,0.2832127002434669,2,0,1000,4,1,0.69,0.0931,100.0,0.1863,0.0116,0.6958
1000000,4,8,12,3.0,0.5007904365715697,2,1,100,3,1,0.77,0.0931,100.0,0.1863,0.0116,0.7734
500000,2,6,6,3.0,0.4671118043035178,2,0,100,3,0,0.72,0.0466,50.0,0.0931,0.0078,0.4943
20000000,4,4,8,2.0,0.7973559564054754,1,1,100,2,0,0.66,1.8626,1000.0,1.8626,0.4657,0.7175
1000000,2,4,12,6.0,0.1219568043714908,3,1,1000,1,0,0.48,0.0931,150.0,0.2794,0.0233,1.5916
100000,1,2,3,3.0,0.1210790567679623,1,1,5000,3,0,0.89,0.0093,5.0,0.0093,0.0047,2.3637
1000000,4,6,24,6.0,0.1219568043714908,3,1,1000,1,0,0.48,0.0931,150.0,0.2794,0.0155,2.4966
5000000,2,6,8,4.0,0.2704500055134182,2,0,1000,4,0,0.37,0.4657,500.0,0.9313,0.0776,1.7014
100000,2,2,4,2.0,0.1338786950237034,2,0,5000,2,0,0.84,0.0093,10.0,0.0186,0.0047,0.6158
500000,1,4,3,3.0,0.7811203000123571,1,0,1000,2,0,0.81,0.0466,25.0,0.0466,0.0116,2.3776
20000000,2,4,8,4.0,0.7438005632940293,1,0,20000,4,1,0.42,1.8626,1000.0,1.8626,0.4657,3.0511
100000,2,4,8,4.0,0.8903065618910405,1,0,100,2,1,0.36,0.0093,5.0,0.0093,0.0023,0.6272
3000000,2,2,6,3.0,0.3841261612609273,1,1,1000,3,0,0.51,0.2794,150.0,0.2794,0.1397,0.9836
1000000,2,2,12,6.0,0.1219568043714908,3,1,1000,1,0,0.48,0.0931,150.0,0.2794,0.0466,1.6438
10000000,4,2,20,5.0,0.7113207175314792,3,0,5000,4,1,0.64,0.9313,1500.0,2.794,0.4657,2.9197
10000000,4,4,12,3.0,0.7885432247691746,1,1,1000,2,0,0.57,0.9313,500.0,0.9313,0.2328,1.2792
1000000,4,2,16,4.0,0.1436181240083659,3,1,20000,1,0,0.41,0.0931,150.0,0.2794,0.0466,1.6775
1000000,2,4,12,6.0,0.5158300794644428,1,0,5000,3,1,0.7,0.0931,50.0,0.0931,0.0233,3.3121
20000000,1,2,3,3.0,0.8589767528341001,2,1,20000,4,0,0.74,1.8626,2000.0,3.7253,0.9313,3.7483
100000,6,6,36,6.0,0.8675535839497285,3,1,100,3,1,0.54,0.0093,15.0,0.0279,0.0016,1.2113
500000,1,2,4,4.0,0.6903320562194306,3,0,5000,3,0,0.93,0.0466,75.0,0.1397,0.0233,3.4099
3000000,2,2,10,5.0,0.7357188571789336,3,0,20000,3,0,0.68,0.2794,450.0,0.8382,0.1397,1.9484
5000000,6,4,12,2.0,0.3257368110872431,3,1,5000,3,1,0.9,0.4657,750.0,1.397,0.1164,1.0957
10000000,1,2,3,3.0,0.8209622993438538,1,0,5000,2,0,0.73,0.9313,500.0,0.9313,0.4657,6.3826
10000000,4,4,12,3.0,0.1890648545325443,3,1,1000,2,0,0.77,0.9313,1500.0,2.794,0.2328,1.3455
3000000,2,4,10,5.0,0.4854175730022295,1,1,1000,2,0,0.44,0.2794,150.0,0.2794,0.0698,1.3574
20000000,2,6,6,3.0,0.2893185103277135,3,1,20000,1,0,0.52,1.8626,3000.0,5.5879,0.3104,1.3553
5000000,2,4,8,4.0,0.2384215120384351,1,1,5000,2,0,0.41,0.4657,250.0,0.4657,0.1164,1.2113
100000,2,4,6,3.0,0.163080533177184,3,0,1000,2,0,0.54,0.0093,15.0,0.0279,0.0023,0.9387
